image_name,tags
test_21181,partly_cloudy primary
test_21182,agriculture water primary clear
test_21183,partly_cloudy primary cultivation
test_21184,haze primary clear
test_21185,agriculture partly_cloudy primary clear cultivation
test_21186,primary clear
test_21187,agriculture partly_cloudy primary clear cultivation
test_21188,primary clear
test_21189,selective_logging agriculture road water primary clear cultivation
test_2119,primary clear
test_21190,primary clear cultivation
test_21191,partly_cloudy primary clear
test_21192,primary clear
test_21193,primary clear
test_21194,primary clear
test_21195,cloudy primary
test_21196,primary clear
test_21197,primary clear
test_21198,agriculture habitation road water primary clear cultivation
test_21199,agriculture habitation road water partly_cloudy primary clear cultivation
test_212,agriculture habitation road water partly_cloudy primary
test_2120,partly_cloudy primary
test_21200,agriculture road water primary clear cultivation
test_21201,cloudy haze primary
test_21202,agriculture road haze partly_cloudy primary clear cultivation
test_21203,primary clear
test_21204,primary clear
test_21205,agriculture habitation road water partly_cloudy primary clear cultivation
test_21206,agriculture partly_cloudy primary clear cultivation
test_21207,partly_cloudy primary clear
test_21208,agriculture habitation road water primary clear
test_21209,agriculture habitation road water primary clear cultivation
test_2121,primary clear
test_21210,partly_cloudy primary
test_21211,primary clear
test_21212,agriculture road partly_cloudy primary clear cultivation
test_21213,primary clear
test_21214,cloudy haze primary
test_21215,agriculture primary clear cultivation
test_21216,primary clear
test_21217,cloudy
test_21218,primary clear
test_21219,haze primary
test_2122,agriculture road water primary clear
test_21220,partly_cloudy primary
test_21221,partly_cloudy primary
test_21222,primary clear
test_21223,agriculture primary clear
test_21224,agriculture habitation road partly_cloudy primary clear cultivation
test_21225,agriculture habitation road partly_cloudy primary clear cultivation
test_21226,agriculture habitation road primary clear cultivation
test_21227,agriculture habitation road partly_cloudy primary clear cultivation
test_21228,primary clear
test_21229,primary clear
test_2123,primary clear
test_21230,primary clear
test_21231,partly_cloudy primary clear cultivation
test_21232,agriculture road water haze partly_cloudy primary clear
test_21233,primary clear
test_21234,cloudy
test_21235,agriculture habitation road primary clear
test_21236,cloudy haze primary
test_21237,primary clear
test_21238,primary clear
test_21239,primary clear
test_2124,primary clear
test_21240,primary clear
test_21241,haze primary clear
test_21242,primary clear
test_21243,primary clear
test_21244,agriculture habitation road primary clear cultivation
test_21245,agriculture primary clear cultivation
test_21246,primary clear
test_21247,agriculture partly_cloudy primary clear cultivation
test_21248,agriculture habitation road primary clear
test_21249,primary clear
test_2125,primary clear
test_21250,primary clear
test_21251,primary clear
test_21252,primary clear
test_21253,agriculture habitation road water primary clear
test_21254,cloudy water primary clear
test_21255,agriculture road water primary clear
test_21256,agriculture habitation road primary clear
test_21257,partly_cloudy primary clear
test_21258,primary clear
test_21259,agriculture habitation road primary clear
test_2126,agriculture habitation road water primary clear
test_21260,primary clear
test_21261,primary clear
test_21262,agriculture habitation road primary clear cultivation
test_21263,primary clear
test_21264,agriculture road water haze primary clear
test_21265,agriculture partly_cloudy primary
test_21266,agriculture habitation road primary clear cultivation
test_21267,agriculture habitation road water partly_cloudy primary clear
test_21268,primary clear
test_21269,haze primary clear
test_2127,partly_cloudy primary
test_21270,agriculture habitation road water primary clear
test_21271,cloudy haze primary
test_21272,primary clear
test_21273,agriculture habitation road water partly_cloudy primary clear cultivation
test_21274,primary clear
test_21275,agriculture water partly_cloudy primary clear cultivation
test_21276,agriculture water primary clear
test_21277,primary clear
test_21278,primary clear
test_21279,cloudy
test_2128,haze primary clear
test_21280,agriculture road primary clear cultivation
test_21281,primary clear
test_21282,agriculture partly_cloudy primary
test_21283,cloudy agriculture partly_cloudy primary
test_21284,agriculture habitation road water primary clear
test_21285,primary clear
test_21286,cloudy haze primary
test_21287,primary clear
test_21288,agriculture partly_cloudy primary
test_21289,primary clear
test_2129,agriculture road water primary clear
test_21290,partly_cloudy primary clear
test_21291,primary clear
test_21292,water primary clear
test_21293,agriculture habitation road primary clear cultivation
test_21294,agriculture habitation road water partly_cloudy primary clear cultivation
test_21295,agriculture habitation road water primary clear cultivation
test_21296,partly_cloudy primary
test_21297,agriculture habitation road water partly_cloudy primary clear cultivation
test_21298,haze primary clear
test_21299,agriculture habitation road primary clear cultivation
test_213,agriculture habitation road partly_cloudy primary clear cultivation
test_2130,primary clear
test_21300,agriculture partly_cloudy primary
test_21301,agriculture primary clear cultivation
test_21302,agriculture habitation road primary clear
test_21303,cloudy haze
test_21304,partly_cloudy primary
test_21305,primary clear
test_21306,cloudy haze primary
test_21307,agriculture habitation road water primary clear cultivation
test_21308,agriculture habitation road partly_cloudy primary clear cultivation
test_21309,agriculture habitation road primary clear cultivation
test_2131,agriculture road water primary clear cultivation
test_21310,agriculture habitation road water primary clear
test_21311,cloudy partly_cloudy primary
test_21312,cloudy haze primary
test_21313,primary clear
test_21314,agriculture habitation road partly_cloudy primary clear
test_21315,agriculture road partly_cloudy primary clear cultivation
test_21316,agriculture habitation road primary clear cultivation
test_21317,partly_cloudy primary
test_21318,cloudy haze primary
test_21319,water haze primary
test_2132,partly_cloudy primary clear
test_21320,primary clear
test_21321,primary clear
test_21322,agriculture partly_cloudy primary
test_21323,agriculture road water partly_cloudy primary clear cultivation
test_21324,primary clear
test_21325,agriculture habitation road primary clear cultivation
test_21326,partly_cloudy primary clear
